sentimen,tweet,clean_tweet
positif,"Siapapun nnti presidennya, tolong program pertamanya harga tiket pesawat buat bulan puasa & lebaran diturunin kyk tahun2 kmren. Kasian kami anak rantau yg rindu rumah, mau puasa & lebaran dirumah. Kangen masakan emak :â€)  Cc: @jokowi @sandiuno @prabowo  pic.twitter.com/egmPlcxmgt",siapapun presidennya program pertamanya harga tiket pesawat buat bulan puasa lebaran diturunin kayak tahun tahun kmren kasihan anak rantau rindu rumah mau puasa lebaran dirumah kangen masakan emak â cc pic twitter com egmplcxmgt
netral,Inilah cara meningkatkan tax ratio tanpa membuat ekonomi terguncang @DitjenPajakRI @prabowo dan @sandiuno jga di ninu ninu donk https://twitter.com/ardibrilian/status/1116925191831969792Â â€¦,inilah cara meningkatkan tax ratio membuat ekonomi terguncang juga ninu ninu dong â
netral,Jika Terpilih Prabowo-Sandi akan Sumbangkan Gajinya untuk Anak Yatim dan Dhuafa  https://suara-islam.com/jika-terpilih-prabowo-sandi-akan-sumbangkan-gajinya-untuk-anak-yatim-dan-dhuafa/Â â€¦ lewat @SuaraIslamOn,terpilih prabowo sandi sumbangkan gajinya anak yatim dhuafa â lewat
netral,"Jika Terpilih, Prabowo Janji Turunkan Harga Listrik di 100 Hari Pertama : Okezone News  https://news.okezone.com/read/2019/04/07/605/2040110/jika-terpilih-prabowo-janji-turunkan-harga-listrik-di-100-hari-pertamaÂ â€¦",terpilih prabowo janji turunkan harga listrik 100 hari pertama okezone news â
positif,"Debat Pamungkas : Jokowi : Visi dan Misinya jauh kedepan. Namun, terlalu jawani untuk debat.  M. Amin : Surprise elemen !  Prabowo : Mengusung program Pelita-nya Orba.  Sandi Uno : Excellent closing. Namun, kena smash Jokowi di ekonomi makro.   Nice debat !  pic.twitter.com/2Fee0WANLb",debat pamungkas jokowi visi misinya jauh depan terlalu jawani debat sama amin surprise elemen prabowo mengusung program pelita nya orde baru sandi uno excellent closing kena smash jokowi ekonomi makro nice debat pic twitter com 2fee0wanlb
negatif,Lah terus gaji karyawan yang masih belom dibayar oleh pak prabowo mau dibayar pake apa???,lah terus gaji karyawan masih dibayar pak prabowo mau dibayar pakai apa
netral,"Analis Politik: Soal Ekonomi, Jokowi Kritik Kebijakannya Sendiri  http://dlvr.it/R2ntMmÂ  pic.twitter.com/oWi8lsofF9",analis politik soal ekonomi jokowi kritik kebijakannya sendiri pic twitter com owi8lsoff9
netral,"Hanya di era Pak Jokowi, harga BBM di Papua sama dengan harga di Jawa. #01IndonesiaMaju #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih",era pak jokowi harga bahan bakar minyak papua sama harga di jawa 01indonesiamaju pilihorangbaik pilihjelasislamnya pilihbajuputih
netral,"Kalimat penutup debat terakhir @prabowo @sandiuno ""Tidak akan mengambil gaji serupiah pun dan akan diinfaqkan ke kaum du'afa serta anak yatim,""  #beranidukung02 #17AprilPilihPrabowoSandi",kalimat penutup debat terakhir mengambil gaji serupiah dan akan diinfaqkan kaum du afa anak yatim beranidukung02 17aprilpilihprabowosandi
negatif,Trus yang bayar pajak siapa???!!! Udah dipikirin ngga sama jokowi??,terus bayar pajak siapa dipikirkan sama jokowi
positif,"DENGAN 40JT LEBIH PENGGUNAAN GAME ONLINE. ARTINYA ADA PASAR, ADA KONSUMEN, ADA TRANSAKSI, ADA PULUHAN DEVELOPER GAME YANG BERDIRI, RUBUAN LAPANGAN KERJAADA  PAJAK YANG MASUK. PAJAK YA BUAT APA? BUAT SUBSIDI PERTALITE MOTOR MIO LU! BUAT KJP LU! BUAT KIP LU! NGERTI LU??",40jt lebih penggunaan game online artinya pasar konsumen transaksi puluhan developer game berdiri rubuan lapangan kerjaada pajak masuk pajak buat apa buat subsidi pertalite motor mio kamu buat kjp kamu buat kip kamu mengerti kamu
positif,Masukan..harga tolnya disubsidi dulu Pak...yang penting ramai dan banyak yang bisa menikmati,masukan harga tolnya disubsidi dulu pak penting ramai banyak bisa menikmati
negatif,"Jl tol hanya utk kalangan menengah keatas, menegah kebwh jgnkan lwt tol motor aja gk punya. Dan warung2 di pinggir jln yg bkn tol pd tutup krn sbagian pembelinya lewat tol dan mkn, belanja di rest area. Gmn mau mempercepat pertumbuhan ekonomi.",jalan tol untuk kalangan menengah keatas menegah kebwh jangankan lewat tol motor tidak punya warung warung pinggir jalan bukan tol tutup sbagian pembelinya lewat tol makan belanja rest area bagaimana mau mempercepat pertumbuhan ekonomi
positif,"Pasangan nomor 01 ini akan terus memperjuangkan nilai Islam sebagai spirit transformasi dan perdamaian di semua bidang terutama pendidikan, dakwah, ekonomi dan kesehatan. #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih",pasangan nomor 01 akan terus memperjuangkan nilai islam spirit transformasi perdamaian semua bidang terutama pendidikan dakwah ekonomi kesehatan pilihorangbaik pilihjelasislamnya pilihbajuputih
netral,"Buat yang ciwi-ciwi, mau harga skincare turun? Tusuk Prabowo Sandi!",buat ciwi ciwi mau harga skincare turun tusuk prabowo sandi
positif,MASIH RAGUKAH ANDA DENGAN PAS 02   Prabowo-Sandi Kembali Tegaskan Tidak Akan Ambil Gaji Bila Terpilih  RMOL. Pasangan calon presiden dan calon wakil presiden...  https://politik.rmol.co/read/2019/04/13/385982/prabowo-sandi-kembali-tegaskan-tidak-akan-ambil-gaji-bila-terpilihÂ â€¦,ragukah dengan pas 02 prabowo sandi tegaskan akan ambil gaji bila terpilih rmol pasangan calon presiden calon wakil presiden â
netral,Pak Prabowo siap melanjutkan kerja sama ekonomi dengan Arab Saudi.,pak prabowo siap melanjutkan kerja sama ekonomi arab saudi
positif,"Ah dasar EGO aja, gak menghargai wakilnya. Lihat dong Prabowo dan sandi saling melengkapi",ah dasar ego tidak menghargai wakilnya lihat dong prabowo sandi saling melengkapi
positif,Pembangunan infrastruktur dibangun secara masiv untuk meningkatkan perekonomian bangsa Terima kasih pakde jokowi,pembangunan infrastruktur dibangun masiv meningkatkan perekonomian bangsa terima kasih pakde jokowi
netral,Bandara KERTAJATI selesai ditangan JOKOWI sehingga menggerakan ekonomi rakyat. #01IndonesiaMaju #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih,bandara kertajati selesai ditangan jokowi menggerakkan ekonomi rakyat 01indonesiamaju pilihorangbaik pilihjelasislamnya pilihbajuputih
positif,"Negara China sebentar lagi jadi negara adikuasa ekonomi, supaya kita tidak hanya jadi obyek kemajuan ekonomi mereka, kita perlu contoh kiat-kiat dan strategi yang mereka tempuh.   #UASdifitnahKejiDanBrutal",negara cina sebentar jadi negara adikuasa ekonomi kita hanya jadi obyek kemajuan ekonomi kita perlu contoh kiat kiat strategi mereka tempuh uasdifitnahkejidanbrutal
positif,"Terima kasih pak, kekurangan selama bpk menjabat Insya Allah akan disempurnakan pak @prabowo dan bang @sandiuno di 2019-2024. Krn kedepan negara harus fokus perbaiki ekonomi rakyat dan cicil bayar hutang #UASdifitnahKejiDanBrutal",terima kasih pak kekurangan selama bapak menjabat insya allah disempurnakan pak bang 2019 2024 ke depan negara fokus perbaiki ekonomi rakyat cicil bayar hutang uasdifitnahkejidanbrutal
negatif,"mobile legend adalah permainan game online pak, pak jokowi ingin merangkul para2 gamers moba online, apakah itu penting dibahas pak, wong kita kekurangan duit aja masih bisa main moba, yang penting itu sembako murah harga pangan murah, bner yg disampaikan bg sandi debat td malam",mobile legend permainan game online pak pak jokowi merangkul parah parah gamers moba online penting dibahas pak orang kekurangan duit masih main moba penting itu sembako murah harga pangan murah benar disampaikan sandi debat tadi malam
negatif,"EH BEGO! LU TAU GA SEKARANG BANYAK PERUSAHAAN FINTECH BISA BELI COIN, DIAMOND DLL.. LU TAU GA KALAU SEKARANG IKLAN LEBIH MILIH MASANG DI APLIKASI MILENIAL BUAT JARING KONSUMEN? LU TAU GA PENDAPATAN NEGARA DARI PAJAK INTERNET LU? LU SEKARANG PERUSAHAAN IT BERLOMBA BIKIN GAMES?",eh bego kamu tau sekarang banyak perusahaan fintech beli coin diamond lain kamu tau kalau sekarang iklan lebih memilih memasang aplikasi milenial buat jaring konsumen kamu tau pendapatan negara pajak internet kamu kamu sekarang perusahaan it berlomba bikin games
negatif,"Dengan memprioritaskan perekonomian agraris bukan berarti pemerintah menghambat yg lain bung, tapi ini masalah skala prioritas. Duh gw jadi bolak balik ngomong ini, susah bener pahamnga anda ya",memprioritaskan perekonomian agraris bukan berarti pemerintah menghambat lain bung masalah skala prioritas aduh gue jadi bolak balik berbicara ini susah benar pahamnga ya
positif,"Dengan mencoblos pak prabowo dan bang sandi anda telah membantu beramal,karena selama 5tahun beliau akan memberikan gajinnya kepada kaum dhuafa,anak yatim dll yg membutuhkan #2019PrabowoSandiMenang",mencoblos pak prabowo bang sandi telah membantu beramal selama 5tahun beliau memberikan gajinnya kaum dhuafa anak yatim lain yang membutuhkan 2019prabowosandimenang
netral,"Presiden Joko Widodo (Jokowi) mengatakan, terkendalinya harga-harga komoditas pangan inti bisa dilihat dari tingkat inflasi. #2019JokowiKyaiMaruf #JokowiUntukIndonesiaMakmur #JalanSehatSarungan #PersijaDay  https://twitter.com/tag_nusantara/status/1058886381265608704/photo/1 pic.twitter.com/7oeqsQ40qbÂ ",presiden joko widodo jokowi mengatakan terkendalinya harga harga komoditas pangan inti dilihat tingkat inflasi 2019jokowikyaimaruf jokowiuntukindonesiamakmur jalansehatsarungan persijaday pic twitter com 7oeqsq40qbâ
positif,Di era pak jokowi kemjuan teknologi mampu dimanfaatkan terutama untuk pengembangan ekonomi kreatif  #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih,era pak jokowi kemjuan teknologi mampu dimanfaatkan terutama pengembangan ekonomi kreatif pilihorangbaik pilihjelasislamnya pilihbajuputih
netral,"Presiden @jokowi dan Raja Salman menggelar pertemuan bilateral di Istana Pribadi Raja, Minggu sore, 14 April 2019. Dalam pertemuan yang berlangsung selepas jamuan santap siang itu, Presiden Jokowi dan Raja Salman sepakat akan meningkatkan kerja sama di bidang ekonomi.  pic.twitter.com/rqEjH07fBZ",presiden raja salman menggelar pertemuan bilateral istana pribadi raja minggu sore 14 april 2019 pertemuan berlangsung selepas jamuan santap siang presiden jokowi raja salman sepakat meningkatkan kerja sama bidang ekonomi pic twitter com rqejh07fbz
positif,"Siapapun pilihan pak kiai saya ttp menghargai....walau kita berbeda pak kiaiðŸ™ðŸ™,bimillaahirraohmaanirrohim dengan mengikuti kata hati nurani saya ttp JokowiðŸ˜ŠðŸ˜ŠðŸ˜Š,yah Hati saya lebih besar ke JokowiðŸ˜Š",siapapun pilihan pak kiai tetap menghargai kita berbeda pak kiaiðÿ trade_mark ðÿ trade_mark bimillaahirraohmaanirrohim mengikuti kata hati nurani tetap jokowiðÿ šðÿ šðÿ š hati lebih besar jokowiðÿ š
positif,"Bersedekah yuk!!!! Dengan cara mencoblos #02 @prabowo dan @sandiuno sama aja anda sudah beramal, karena gaji mereka akan diberikan kepada anak yatim dan dhuafa. Bersedekah yuk!!! #saveUAS",bersedekah yuk cara mencoblos 02 sama anda beramal gaji akan diberikan anak yatim dhuafa bersedekah yuk saveuas
netral,Prabowo Sebut Ekonomi Indonesia Era Jokowi Salah Arah  https://www.jawapos.com/ekonomi/13/04/2019/prabowo-sebut-ekonomi-indonesia-era-jokowi-salah-arah/Â â€¦,prabowo sebut ekonomi indonesia era jokowi salah arah â
negatif,Artinya Anda Sudah Gagal pak. 5 Tahun Ngapain aja kalo stagnan di 5%.. kenapa pas debat malah bahas mobile legend bukan ekonomi Indonesia ...!? #UASdifitnahKejiDanBrutal,artinya sudah gagal pak 5 tahun apa kalau stagnan 5 pas debat malah bahas mobile legend bukan ekonomi indonesia uasdifitnahkejidanbrutal
netral,"Hal ini terlihat sekali dalam langkah pemerintahan Presiden Jokowi melakukan pemberdayaan ekonomi keumatan melalui bank wakaf mikro,"" kata Ketum Arus Baru Muslimah, Munifah Syanwani. #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih",ini terlihat sekali langkah pemerintahan presiden jokowi melakukan pemberdayaan ekonomi keumatan melalui bank wakaf mikro kata ketua umum arus baru muslimah munifah syanwani pilihorangbaik pilihjelasislamnya pilihbajuputih
netral,Sederet menteri kabinet kerja Presiden @jokowi dan Wakil Presiden Jusuf Kalla  di bidang ekonomi meraih penghargaan internasional dalam kurun waktu kurang dari empat tahun kabinet berjalan.Â  #PilihOrangBaik #PilihYgJelasIslamnya #PilihYgBajuPutih pic.twitter.com/AnAglLw6R8,sederet menteri kabinet kerja presiden wakil presiden jusuf kalla bidang ekonomi meraih penghargaan internasional kurun waktu kurang empat tahun kabinet berjalan â pilihorangbaik pilihygjelasislamnya pilihygbajuputih pic twitter com anagllw6r8
netral,"Pak @jokowi, mohon bilang ke Pangeran Muhammad bin Salman, tolong segera direalisasikan beli @ManUtd nya... Biar nggak kesusahan bayar gaji sama beli2 pemainnya.. https://twitter.com/detikcom/status/1117297737266008069Â â€¦",pak mohon bilang pangeran muhammad bin salman segera direalisasikan beli nya biar enggak kesusahan bayar gaji sama beli beli pemainnya â
positif,"Hahahaha, Tema Debat adalah Perekonomian bung, elo pikir segi pertanian dan jual beli sembako nggak ada hubungannya sama kondisi perekonomian? Negara kita masih disebut negara agraris, paham nggak maksudnya? Cari tahu dulu maksud dari negara agraris, lalu lanjut debat dg saya ya",hahahaha tema debat perekonomian bung kamu pikir segi pertanian jual beli sembako enggak hubungannya sama kondisi perekonomian negara masih disebut negara agraris paham enggak maksudnya cari tahu dulu maksud negara agraris lalu lanjut debat saya
negatif,"Kalo prabowo terpilih , ya benar ekonomi makin baik. Karna infrastruktur udah dibangun besar2an sama jokowi. Jadii dia tinggal duduk manis aja..ðŸ¤£ðŸ¤£",kalau prabowo terpilih benar ekonomi makin baik infrastruktur dibangun besar besaran sama jokowi jadi tinggal duduk manis ðÿ ðÿ
positif,"Dengan mencoblos @prabowo @sandiuno ,anda telah ikut bersodaqoh selama 5 tahun, karena gaji beliau diinfaqkan untuk duafa, anak yatim dll  Insya'allah pic.twitter.com/tnvSQENBem",mencoblos telah ikut bersodaqoh selama 5 tahun gaji beliau diinfaqkan duafa anak yatim lain insya allah pic twitter com tnvsqenbem
netral,#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Salah satu keberhasilan @jokowi adalah membuat BBM menjadi satu harga di di 25 titik wilayah dari target 54 titik wilayah di seluruh Indonesia.  https://bit.ly/2SV4EUfÂ ,pilihorangbaik pilihjelasislamnya pilihbajuputih salah satu keberhasilan membuat bahan bakar minyak menjadi satu harga 25 titik wilayah target 54 titik wilayah di seluruh indonesia
positif,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Beberapa penghargaan yg dianugerahkan kepadanya, jadi bukti bahwa @jokowi merupakan sosok pemimpin yg diakui integritasnya.",pilihorangbaik pilihjelasislamnya pilihbajuputih beberapa penghargaan dianugerahkan kepadanya jadi bukti merupakan sosok pemimpin diakui integritasnya
netral,"Dalam 50 hari setelah dilantik,Prabowo Sandi akan menghapus pajak.  Dalam 60 hari Prabowo Sandi akan memberikan pelayanan kesehatan dan pendidikan gratis.  Dalam 70 hari Prabowo Sandi akan menurunkan harga-harga...  https://www.facebook.com/100000091430302/posts/2424269370919420/Â â€¦",50 hari dilantik prabowo sandi menghapus pajak 60 hari prabowo sandi memberikan pelayanan kesehatan pendidikan gratis 70 hari prabowo sandi menurunkan harga harga â
netral,"Disaksikan Sandiwara, @jokowi Dapat Penghargaan Tokoh Pemerataan Pembangunan #PilihOrangBaik #PilihYgJelasIslamnya #PilihYgBajuPutih https://nasional.kompas.com/read/2018/09/24/22563621/disaksikan-sandiaga-jokowi-dapat-penghargaan-tokoh-pemerataan-pembangunanÂ â€¦",disaksikan sandiwara penghargaan tokoh pemerataan pembangunan pilihorangbaik pilihygjelasislamnya pilihygbajuputih â
negatif,sekali2 bahas jg dong masalah ekonomi .. jgn tiap detik infrastuktur terus jadi BORING nich ..,sekali kali bahas dong masalah ekonomi jangan tiap detik infrastuktur terus jadi boring nih
netral,Jalannya Debat: Ini Jawaban Jokowi Kepada Sandiaga Uno Soal â€˜Ibu-ibu yang mengeluh harga-harga naikâ€™  https://racikan.id/2019/04/jalannya-debat-ini-jawaban-jokowi-kepada-sandiaga-uno-soal-ibu-ibu-yang-mengeluh-harga-harga-naik/Â â€¦,jalannya debat jawaban jokowi sandiaga uno soal â ibu ibu mengeluh harga harga naikâ trade_mark â
netral,"Jika Terpilih, Prabowo-Sandi Takkan Ambil Gaji Negara, Segini Gaji Presiden dan Wapres  http://manado.tribunnews.com/2019/04/14/jika-terpilih-prabowo-sandi-takkan-ambil-gaji-negara-segini-gaji-presiden-dan-wapresÂ â€¦ lewat @Tribun_Manado",terpilih prabowo sandi tak ambil gaji negara segini gaji presiden wakil presiden â lewat
negatif,"Katanya anti china kok malah mau menggandeng cina, padahal devisit neraca perdagangan dipengatuhi dr ekonomi dunia, kok judilnya gara2 jokowi, dasar kampret",katanya anti cina kok malah mau menggandeng cina padahal devisit neraca perdagangan dipengatuhi ekonomi dunia kok judilnya gara gara jokowi dasar kampret
positif,"Jelas Prabowo-Sandi dong. Paslon 02 pemaparan visi misi nya lebih jelas dan pro rakyat. Hubungan ke 2 nyapun sangat harmonis, Dwi Tunggal. Dan ke 2 nya, akan menyumbangkan gajinya. Maklum ke 2 nya sama2 tajir.  #DebatPilpres2019 #17AprilTusukPrabowoSandi",jelas prabowo sandi dong pasangan calon 02 pemaparan visi misi nya lebih jelas pro rakyat hubungan 2 nyapun sangat harmonis dwi tunggal 2 nya menyumbangkan gajinya maklum ke 2 nya sama sama tajir debatpilpres2019 17apriltusukprabowosandi
negatif,Kalau pernyataan bahwa @prabowo  dan @sandiuno  tdk akan ambil gaji di beritakan juga lah #UASdifitnahKejiDanBrutal https://twitter.com/Metro_TV/status/1117108862450978816Â â€¦,kalau pernyataan dan akan ambil gaji beritakan lah uasdifitnahkejidanbrutal â
negatif,Ngajarin ekonomi mikro sama makro ke pengusaha top kaya pak prabowo dan bang sandi ibarat ngajarin ikan berenang... Padahal udah jago #UASdifitnahKejiDanBrutal,mengajarkan ekonomi mikro sama makro pengusaha top kayak pak prabowo bang sandi ibarat mengajarkan ikan berenang padahal jago uasdifitnahkejidanbrutal
positif,Bukan maksud sy sombong. Sy bisa menghidupi keluarga tanpa kartu2 ini.  Apakah pabowo-sandi melanjutkan? Bisa ya bisa tidak. Mereka hanya janji.  Sy pilih @jokowi bukan untuk sy tapi krn sy harus MEMASTIKAN saudara2 sy yg ekonominya kurang beruntung bisa terbantu dg kartu2 ini.  pic.twitter.com/pfc5zOriur,bukan maksud sombong menghidupi keluarga kartu2 apakah pabowo sandi melanjutkan ya tidak hanya janji pilih bukan karena harus memastikan saudara saudara saya yang ekonominya kurang beruntung bisa terbantu kartu2 pic twitter com pfc5zoriur
